Adjacency,C[LM[Atomic radius]],C[LM[Charge]],C[LM[Covalent radius]],C[LM[Electronegativity]],C[LM[Mass]],C[LM[Specific heat]],C[LM[vdWRadius]],C[Sh[Adjacency]],C[Sh[CfMax]],C[Sh[CfMin]],C[Sh[CjMax]],C[Sh[CjMin]],C[Sh[Conectivity]],C[Sh[D3D]],C[Sh[Detour]],C[Sh[Distance]],Conectivity,CS[LM[Atomic radius]],CS[LM[Charge]],CS[LM[Covalent radius]],CS[LM[Electronegativity]],CS[LM[Mass]],CS[LM[Specific heat]],CS[LM[vdWRadius]],CS[Sh[Adjacency]],CS[Sh[CfMax]],CS[Sh[CfMin]],CS[Sh[CjMax]],CS[Sh[CjMin]],CS[Sh[Conectivity]],CS[Sh[D3D]],CS[Sh[Detour]],CS[Sh[Distance]],D3D,Detour,Distance,DS,IE[CfMax],IE[CfMin],IE[CjMax],IE[CjMin],IP[CfMax],IP[CfMin],IP[CjMax],IP[CjMin],PD^2S[LM[Atomic radius]],PD^2S[LM[Charge]],PD^2S[LM[Covalent radius]],PD^2S[LM[Electronegativity]],PD^2S[LM[Mass]],PD^2S[LM[Specific heat]],PD^2S[LM[vdWRadius]],PD^2S[Sh[Adjacency]],PD^2S[Sh[CfMax]],PD^2S[Sh[CfMin]],PD^2S[Sh[CjMax]],PD^2S[Sh[CjMin]],PD^2S[Sh[Conectivity]],PD^2S[Sh[D3D]],PD^2S[Sh[Detour]],PD^2S[Sh[Distance]],PDS[LM[Atomic radius]],PDS[LM[Charge]],PDS[LM[Covalent radius]],PDS[LM[Electronegativity]],PDS[LM[Mass]],PDS[LM[Specific heat]],PDS[LM[vdWRadius]],PDS[Sh[Adjacency]],PDS[Sh[CfMax]],PDS[Sh[CfMin]],PDS[Sh[CjMax]],PDS[Sh[CjMin]],PDS[Sh[Conectivity]],PDS[Sh[D3D]],PDS[Sh[Detour]],PDS[Sh[Distance]],PDS1[LM[Atomic radius]],PDS1[LM[Charge]],PDS1[LM[Covalent radius]],PDS1[LM[Electronegativity]],PDS1[LM[Mass]],PDS1[LM[Specific heat]],PDS1[LM[vdWRadius]],PDS1[Sh[Adjacency]],PDS1[Sh[CfMax]],PDS1[Sh[CfMin]],PDS1[Sh[CjMax]],PDS1[Sh[CjMin]],PDS1[Sh[Conectivity]],PDS1[Sh[D3D]],PDS1[Sh[Detour]],PDS1[Sh[Distance]],PDS2[LM[Atomic radius]],PDS2[LM[Charge]],PDS2[LM[Covalent radius]],PDS2[LM[Electronegativity]],PDS2[LM[Mass]],PDS2[LM[Specific heat]],PDS2[LM[vdWRadius]],PDS2[Sh[Adjacency]],PDS2[Sh[CfMax]],PDS2[Sh[CfMin]],PDS2[Sh[CjMax]],PDS2[Sh[CjMin]],PDS2[Sh[Conectivity]],PDS2[Sh[D3D]],PDS2[Sh[Detour]],PDS2[Sh[Distance]],PDS3[LM[Atomic radius]],PDS3[LM[Charge]],PDS3[LM[Covalent radius]],PDS3[LM[Electronegativity]],PDS3[LM[Mass]],PDS3[LM[Specific heat]],PDS3[LM[vdWRadius]],PDS3[Sh[Adjacency]],PDS3[Sh[CfMax]],PDS3[Sh[CfMin]],PDS3[Sh[CjMax]],PDS3[Sh[CjMin]],PDS3[Sh[Conectivity]],PDS3[Sh[D3D]],PDS3[Sh[Detour]],PDS3[Sh[Distance]],PDS4[LM[Atomic radius]],PDS4[LM[Charge]],PDS4[LM[Covalent radius]],PDS4[LM[Electronegativity]],PDS4[LM[Mass]],PDS4[LM[Specific heat]],PDS4[LM[vdWRadius]],PDS4[Sh[Adjacency]],PDS4[Sh[CfMax]],PDS4[Sh[CfMin]],PDS4[Sh[CjMax]],PDS4[Sh[CjMin]],PDS4[Sh[Conectivity]],PDS4[Sh[D3D]],PDS4[Sh[Detour]],PDS4[Sh[Distance]],PRD^2S[LM[Atomic radius]],PRD^2S[LM[Charge]],PRD^2S[LM[Covalent radius]],PRD^2S[LM[Electronegativity]],PRD^2S[LM[Mass]],PRD^2S[LM[Specific heat]],PRD^2S[LM[vdWRadius]],PRD^2S[Sh[Adjacency]],PRD^2S[Sh[CfMax]],PRD^2S[Sh[CfMin]],PRD^2S[Sh[CjMax]],PRD^2S[Sh[CjMin]],PRD^2S[Sh[Conectivity]],PRD^2S[Sh[D3D]],PRD^2S[Sh[Detour]],PRD^2S[Sh[Distance]],PRDS[LM[Atomic radius]],PRDS[LM[Charge]],PRDS[LM[Covalent radius]],PRDS[LM[Electronegativity]],PRDS[LM[Mass]],PRDS[LM[Specific heat]],PRDS[LM[vdWRadius]],PRDS[Sh[Adjacency]],PRDS[Sh[CfMax]],PRDS[Sh[CfMin]],PRDS[Sh[CjMax]],PRDS[Sh[CjMin]],PRDS[Sh[Conectivity]],PRDS[Sh[D3D]],PRDS[Sh[Detour]],PRDS[Sh[Distance]],Randic,SCH[AdjacencyAdjacencyConectivity],SCH[CfMinAdjacencyCfMax],SCH[CjMinAdjacencyCjMax],SCH[DistanceAdjacencyDetour],Size,SzMin,U,WkOp[Adjacency Conectivity Distance],WkOp[CfMin CfMax D3D],WkOp[Detour CjMin CjMax],X[LM[Atomic radius]],X[LM[Charge]],X[LM[Covalent radius]],X[LM[Electronegativity]],X[LM[Mass]],X[LM[Specific heat]],X[LM[vdWRadius]],X[Sh[Adjacency]],X[Sh[CfMax]],X[Sh[CfMin]],X[Sh[CjMax]],X[Sh[CjMin]],X[Sh[Conectivity]],X[Sh[D3D]],X[Sh[Detour]],X[Sh[Distance]]
18,2.56044,0,2.61265,2.19179,1.75339,2.59994,2.34088,15.5137,2.27211,1.97839,2.27709,2.01312,15.3191,2.04123,1.78267,2.06665,25,222.72,0,192.64,684.16,3200,202.88,425.6,52,533,1573,525,1393,66,890.064,2734,806,437.032,1359,395,14.4373,36,443,36,443,312.5,1902,306.5,1622,2829.62,0,2448.04,8700.48,40692,2581.6,5408.5,36,7871,18933,7717,16169,50,16517,36546,15466,686.58,0,594.16,2113.48,9884,627.56,1312.7,36,1805,4823,1771,4175,50,3519.62,8926,3254,31.8,0,27.3,94.74,444,27.54,60.3,36,78,288,78,288,50,49.6658,404,36,90.8,0,78.4,276.96,1296,81.76,173.2,0,156,672,156,544,0,249.734,1184,208,138.78,0,120.96,439.56,2052,132.84,267.3,0,411,1113,405,1029,0,533.667,1806,486,137.92,0,119.84,431.52,2016,129.44,264.8,0,304,984,288,816,0,700.721,1888,640,52.1101,0,44.8854,157.393,736.967,46.1688,99.1528,36,122.11,439.158,121.583,416.008,50,122.633,669.759,100.41,87.679,0,75.6993,267.356,1251.09,78.909,167.233,36,207.667,698.548,205.667,638.705,50,276.574,1135.56,240,7.75402,210,51408,46312,136344,16,886,120,890,2.66E+29,8.34E+34,0.126465,0,0.126292,0.0102248,0.0102253,0.12532,0.01023,0.1225,0.0104925,0.0118212,0.0104925,0.0118172,0.13125,0.0103183,0.0125624,0.0102316
16,2.53436,0,2.60174,2.11846,1.6164,2.61607,2.27975,13.4017,2.27245,1.88393,2.27715,1.91695,13.1771,1.96102,1.66079,2.0111,22,176.12,0,149.94,506.66,2380,143.78,331.1,46,337,1040,334,947,58,635.764,1932,548,310.882,959,267,12.9296,24.5,249.5,24.5,249.5,145.5,1127.5,144,959,1726.98,0,1474.76,5032.64,23620,1441.12,3256.9,32,3755,9950,3714,8796,44,9179.95,20384,8046,478.26,0,407.82,1385.22,6504,394.98,900.6,32,993,2866,982,2562,44,2219.69,5628,1934,28.96,0,24.57,82.09,386,23.05,54.25,32,55,203,55,203,44,44.8725,346,32,83.08,0,70.56,236.56,1112,66.64,155.8,0,134,554,134,480,0,222.25,932,184,118.68,0,101.01,341.01,1602,96.69,223.05,0,252,738,249,675,0,447.596,1410,396,114.56,0,97.72,332.28,1560,94.84,215.8,0,228,688,220,628,0,580.219,1368,512,46.4168,0,39.4168,132.093,620.953,37.1961,87.0339,32,86.7525,314.928,86.5164,301.693,44,104.337,546.611,82.9333,74.752,0,63.5448,213.677,1004.17,60.3622,140.314,32,141.95,490.667,141.117,457.65,44,218.494,876.567,182,6.86017,185,25394,23414,74597,14,499,91,620,5.86E+23,7.59E+28,0.126661,0,0.126574,0.0102301,0.0102304,0.126027,0.126571,0.122857,0.0103977,0.01147,0.0103977,0.0114673,0.131429,0.0103286,0.0125051,0.0102352
20,2.81584,0,2.87357,2.43367,1.96334,2.87726,2.58556,16.442,2.59069,2.13693,2.5973,2.18192,16.2203,2.25707,1.94196,2.30991,28,260.27,0,221.34,745.28,3502,210.8,488.75,57,520,1945,509,1722,73,1054.87,3603,891,518.933,1793,437,16.2746,31.5,468,30,468,233,2702.5,226.5,2100.5,3088.18,0,2638.51,9018.71,42322,2586.39,5827.05,40,6330,23091,6213,19364,56,18298.6,46556,15718,783.66,0,667.87,2264.47,10634,644.63,1474.85,40,1612,5999,1579,5148,56,4055.75,11652,3462,36.24,0,30.73,102.49,482,28.73,67.85,40,77,312,74,312,56,57.1431,514,40,108.56,0,92.12,307.96,1448,86.52,203.4,0,198,874,198,758,0,298.439,1540,240,168.3,0,142.8,477.24,2244,134.04,315.3,0,375,1332,369,1209,0,652.224,2436,558,188,0,159.6,534.32,2512,150.32,352.4,0,392,1468,368,1280,0,974.031,2800,832,60.7425,0,51.5356,172.194,809.68,48.353,113.79,40,125.347,506.272,121.75,481.627,56,146.18,867.454,114.324,103.283,0,87.7007,293.826,1381.28,82.7193,193.646,40,211.867,838.369,206.7,769.757,56,332.31,1489.75,272,8.34334,239,59432,52858,186810,17,936,136,992,1.34E+32,2.39E+38,0.127615,0,0.127538,0.0102373,0.0102375,0.127051,0.0102396,0.123529,0.0104588,0.0118613,0.0104412,0.0118578,0.132941,0.010345,0.0130693,0.0102425
8,2.04257,0,2.11299,1.49063,0.88685,2.16899,1.71018,7.41139,1.65447,1.50689,1.69103,1.57463,7.16854,1.4622,1.3201,1.51546,11,57.44,0,50.48,172,968,46.24,108,24,110,184,106,164,30,149.688,256,128,70.8439,124,60,6.29354,12.5,53,12.5,53,42.5,111,40.5,101,271.44,0,241.88,832.4,4948,221.04,511.6,16,602,842,538,684,22,968.336,1352,864,107.4,0,95.1,325.8,1890,87,202.2,16,226,350,210,296,22,347.758,536,304,14.46,0,12.47,41.9,217,11.46,27.1,16,32,64,32,64,22,22.7079,64,16,36,0,31.4,106.4,580,28.8,67.6,0,52,120,52,100,0,98.0358,192,80,42.78,0,38.31,132.3,801,34.98,80.7,0,102,126,102,108,0,158.5,216,144,14.16,0,12.92,45.2,292,11.76,26.8,0,40,40,24,24,0,68.5139,64,64,20.7657,0,18.0158,60.8063,323.729,16.5393,38.9576,16,42.9028,84.2917,42.6528,80.875,22,41.9033,97,32.3333,29.0983,0,25.3842,86.025,469.25,23.2817,54.6417,16,58.8333,110.5,57.8333,102.5,22,69.1101,140,56,3.80453,86,2332,2084,3980,8,106,28,156,4.97E+09,3.60E+11,0.12285,0,0.122458,0.122173,0.0101818,0.122525,0.122782,0.12,0.0104033,0.0108076,0.0104033,0.0108063,0.1275,0.01029,0.0108121,0.12562
11,2.34903,0,2.39132,1.76172,1.23841,2.35219,2.01605,10.511,1.93364,1.79839,1.93862,1.81932,10.3485,1.70622,1.58042,1.74667,14,97.13,0,88.11,361.13,1705,93.17,196.46,33,278,428,276,403,39,343.141,515,307,166.07,252,148,8.37381,42,114,42,114,138.5,301,136,276.5,747.82,0,694.99,3029.03,14305,771.63,1554.33,22,2087,2950,2055,2734,28,3908.42,5228,3632,232.3,0,213.45,904.45,4271,231.61,476.71,22,665,994,657,924,28,1062.11,1496,972,18.84,0,16.48,60.88,287,16.28,36.56,22,77,121,77,121,28,30.616,70,22,51.48,0,46.66,190.9,902,48.74,104.06,0,132,228,132,202,0,152.057,240,128,63.9,0,57.3,227.58,1074,59.34,127.56,0,183,312,183,300,0,253.03,426,234,56.08,0,51.76,221.84,1048,56.4,115.68,0,168,228,160,196,0,317.432,400,288,28.8539,0,25.5735,98.2636,463.583,25.8583,56.8422,22,103.743,165.458,103.618,161.264,28,66.4263,124.908,53.5667,43.995,0,39.3967,155.887,735.733,40.6173,87.6923,22,145.033,231.117,144.533,221.283,28,128.943,216.733,110,4.99902,122,9821,9068,14257,11,228,55,347,1.19E+16,1.61E+18,0.124509,0,0.123743,0.0101884,0.0101881,0.122349,0.123639,0.12,0.0107061,0.0111105,0.0107061,0.0111093,0.125455,0.0102853,0.0106474,0.0102059
15,2.61102,0,2.66518,2.14469,1.64443,2.63931,2.33812,13.4773,2.23984,2.00713,2.26098,2.05697,13.1872,2.04381,1.78414,2.06567,22,166.6,0,145.88,538.44,2520,154.28,323.96,44,467,980,450,852,58,596.592,1466,558,291.296,726,272,12.0241,57,258.5,57,258.5,253,903,240.5,752,1636.88,0,1449.5,5527.9,25844,1583.1,3226.98,30,4559,9205,4265,7386,44,8233.97,16924,8032,456.96,0,402.58,1512.82,7076,433.46,895.22,30,1299,2679,1229,2224,44,2050.78,4548,1968,26.14,0,22.6,80.24,376,23.04,50.04,30,94,210,94,210,44,40.3891,198,30,73.08,0,63.24,225.24,1056,63.96,140.16,0,186,452,186,378,0,197.428,600,168,113.64,0,98.85,357.57,1674,103.17,219.09,0,336,732,330,672,0,424.396,1116,396,125.52,0,111.56,429.8,2008,123.88,248.44,0,384,680,340,500,0,623.948,1328,608,42.2971,0,36.6723,131.358,615.413,37.6457,81.2603,30,137.904,308.571,136.835,293.38,44,95.9557,344.399,80.5667,69.2743,0,60.3015,218.653,1023.97,62.6448,133.74,30,213.133,469.2,208.917,427.95,44,203.957,603.133,182,6.69838,176,30203,25364,57900,14,517,91,628,3.56E+23,6.19E+27,0.125383,0,0.125068,0.0102116,0.0102119,0.124151,0.124997,0.121429,0.0106782,0.0115163,0.0106782,0.0115137,0.131429,0.0102956,0.011436,0.0102204
17,2.24244,0,2.26904,1.99131,1.70237,2.25176,2.09841,15.7304,2.03889,1.90199,2.0397,1.90589,15.5784,1.87589,1.80345,1.88716,25,219.52,0,191.36,696.96,3264,199.04,424.64,50,779,1433,775,1383,66,1003.65,1600,940,493.825,792,462,13.636,99.5,388.5,99.5,388.5,524,1660,514,1551,3906.48,0,3471.12,13364.4,62448,3842.16,7731.12,34,12369,20932,12305,20500,50,29726.4,40364,28800,778.2,0,684.66,2562.66,11988,734.34,1522.02,34,2645,4720,2629,4580,50,4939.92,7164,4728,29.78,0,25.68,90.44,424,25.88,56.84,34,144,272,144,272,50,45.7408,130,34,80.36,0,69.4,245.64,1152,69.64,153.76,0,284,556,284,504,0,215.165,408,184,115.08,0,99.48,353.16,1656,100.2,220.44,0,495,909,495,885,0,420.567,780,396,117.68,0,102.12,366.92,1720,103.88,226.52,0,400,856,384,792,0,588.203,1008,544,47.7918,0,41.2738,146.061,684.753,41.6764,91.4042,34,210.14,398.957,209.89,390.569,50,111.141,245.009,93.3746,81.0793,0,70.2281,250.828,1175.58,71.5223,155.636,34,330.257,625.012,329.257,605.345,50,268.002,498.941,240,7.6647,196,65463,62077,94398,16,777,120,1016,8.53E+28,4.82E+31,0.124937,0,0.124673,0.0102105,0.0102107,0.123894,0.124613,0.12125,0.010909,0.0117176,0.010909,0.0117159,0.13125,0.0102927,0.0108254,0.0102183
8,2.05197,0,2.09463,1.67293,1.11589,2.14679,1.82899,7.61596,1.82851,1.67668,1.83845,1.70801,7.4535,1.63135,1.54035,1.67932,11,58.64,0,51.696,170.4,1328,46.184,108.8,24,106,186,104,172,30,157.583,252,132,74.7914,122,62,6.30463,12,55,12,55,41,117,40,110,309.16,0,279.256,918,8792,244.884,571.2,16,608,892,576,792,22,1226.12,1476,1060,113.84,0,101.52,334.2,2888,89.9,210.8,16,220,360,212,324,22,394.282,544,336,14.61,0,12.622,41.7,262,11.453,27.2,16,32,64,32,64,22,23.0318,64,16,36.6,0,32.008,105.6,760,28.772,68,0,48,120,48,104,0,99.2017,192,80,38.52,0,34.152,112.5,924,30.378,71.4,0,90,126,90,114,0,142.874,174,126,14.76,0,13.528,44.4,472,11.732,27.2,0,40,40,32,32,0,69.8095,64,64,20.9171,0,18.1729,60.0004,402.357,16.4184,38.9054,16,42.0383,84.3717,41.9133,81.8022,22,42.2894,95.8444,32.0667,29.3365,0,25.6326,84.575,602.967,23.0572,54.5133,16,56.9,110.9,56.4,105.067,22,70.4448,137.333,56,3.78769,86,2358,2208,4036,8,110,28,160,5.23E+09,3.10E+11,0.122609,0,0.122191,0.122238,0.00100158,0.122512,0.12268,0.12,0.010403,0.0108076,0.010403,0.0108065,0.1275,0.135609,0.0108121,0.125546
17,2.38768,0,2.4281,2.12198,1.7825,2.43316,2.22766,14.6384,2.18355,1.94402,2.18854,1.96927,14.4843,1.98975,1.80662,2.01712,24,202.35,0,172.2,581.1,2730,164.7,380.25,49,435,1306,429,1199,63,799.592,2363,699,392.296,1174,342,13.7866,25.5,391,25.5,391,249,1611.5,243,1406,2536.8,0,2168.95,7430.47,34862,2135.27,4790.15,34,6569,15989,6404,14007,48,15626.2,30936,13932,612.36,0,522.27,1775.07,8334,506.43,1153.35,34,1483,3993,1452,3579,48,3216.33,7532,2848,30.78,0,26.11,87.19,410,24.47,57.65,34,58,255,58,255,48,47.3858,402,34,86.72,0,73.64,246.76,1160,69.48,162.6,0,136,572,136,488,0,232.576,1072,192,124.62,0,105.84,354.84,1668,99.96,233.7,0,342,882,342,852,0,462.618,1518,414,115.2,0,98,330.32,1552,93.52,216.4,0,236,744,228,668,0,575.691,1472,512,49.4599,0,41.984,140.51,660.599,39.5171,92.7012,34,95.0765,379.562,94.8282,365.781,48,112.54,632.554,90.1929,81.3858,0,69.1468,232.104,1090.94,65.4595,152.681,34,165.77,590.748,164.57,555.77,48,249.024,1026.2,210,7.3265,197,38233,35409,108711,15,782,105,778,3.53E+26,7.05E+31,0.126362,0,0.126282,0.0102283,0.0102285,0.125776,0.126279,0.122667,0.0103913,0.0117193,0.0103913,0.0117165,0.132,0.0103238,0.0127161,0.0102332
9,2.18771,0,2.22791,1.72854,1.20703,2.25021,1.92482,8.58576,1.88053,1.75154,1.8975,1.79358,8.43266,1.69152,1.5903,1.73944,12,70.47,0,62.73,224.46,1233,60.3,135.18,27,151,257,147,229,33,207.148,333,177,99.0741,162,84,7.02364,18.5,72,18.5,72,62,162,60,148,403.66,0,368.69,1356.69,8040,354.41,782.54,18,923,1329,859,1129,24,1722.92,2200,1512,144.82,0,130.57,474.29,2704,125.85,279.36,18,327,521,311,449,24,543.95,776,472,16.02,0,13.9,47.89,245,13.09,30.32,18,45,81,45,81,24,25.4179,66,18,42.24,0,37.12,130.36,692,35.32,80.48,0,64,168,64,136,0,117.088,240,96,51.18,0,45.9,169.08,912,46.08,99.33,0,132,186,132,162,0,201.088,276,180,27.28,0,25.4,93.96,600,24.36,52.88,0,76,76,60,60,0,141.719,144,128,23.6866,0,20.7029,72.1793,376.693,19.6483,45.0159,18,59.1564,110.156,58.9064,105.018,24,50.185,108.872,39.0667,34.2957,0,30.1975,106.459,567.033,28.8425,65.4357,18,80.8167,148.817,79.8167,137.15,24,88.2359,167.667,72,4.19838,99,3911,3568,6423,9,144,36,210,6.50E+11,6.35E+13,0.123384,0,0.122834,0.0101947,0.0101814,0.122412,0.123095,0.12,0.0105036,0.0109094,0.0105036,0.0109076,0.126667,0.010289,0.0107468,0.126037
19,2.42018,0,2.45258,2.15118,1.83213,2.44023,2.26422,17.7037,2.18076,2.05362,2.18202,2.05831,17.6036,2.01539,1.92799,2.02829,25,279.72,0,243,875.88,4104,249.48,538.92,56,1096,1968,1086,1874,68,1326.99,2140,1244,654.497,1061,613,14.903,138.5,506.5,138.5,506.5,783.5,2301.5,769.5,2136.5,5388.34,0,4723.42,17486.9,81796,5051.46,10485.8,38,17864,29372,17704,28618,50,39564.4,56826,38450,1048.82,0,915.34,3345.06,15660,959.38,2031.1,38,3824,6624,3784,6370,50,6627.36,9978,6354,33.22,0,28.68,101.44,476,28.48,63.58,38,198,342,198,342,50,52.2419,134,38,91.28,0,78.64,276.24,1296,78.16,174.16,0,344,764,344,660,0,246.964,496,208,145.32,0,126.12,453.24,2124,129,279.66,0,648,1236,648,1182,0,543.742,984,504,153.44,0,132.64,470.88,2208,133.6,293.92,0,712,1168,672,1072,0,746.373,1248,704,55.1226,0,47.6199,168.749,791.606,47.5783,105.553,38,285.355,517.375,284.73,500.875,50,134.616,281.154,112.517,97.8578,0,84.6985,301.884,1415.53,85.4726,187.765,38,453.532,833.203,451.032,795.203,50,341.7,621.587,306,8.6514,210,108494,101872,149356,18,1013,153,1320,1.41E+34,1.46E+37,0.124653,0,0.124495,0.0102113,0.0102116,0.123704,0.124482,0.121111,0.0111097,0.0119215,0.0111097,0.0119186,0.127778,0.0102972,0.0107584,0.010217
14,2.10585,0,2.14082,1.87003,1.57143,2.14267,1.96448,12.7059,1.91823,1.76644,1.91985,1.77301,12.6393,1.75857,1.67792,1.77866,17,151.71,0,129.22,437.32,2054,124.28,285.35,41,429,801,426,772,47,582.001,997,517,284.5,492,252,11.0151,47,225,47,225,251.5,843.5,244.5,772.5,1877.24,0,1608.18,5543.78,25996,1602.02,3551.9,28,5166,8878,5118,8600,34,11381.9,16464,10512,450,0,384.3,1311.66,6156,375.66,848.7,28,1292,2312,1280,2226,34,2323.93,3620,2116,25.32,0,21.49,71.89,338,20.21,47.45,28,78,182,78,182,34,40.5798,124,28,64.88,0,55.16,185.56,872,52.44,121.8,0,172,352,172,328,0,176.75,336,144,86.4,0,73.5,247.74,1164,70.14,162.3,0,342,528,342,510,0,315.987,552,288,79.44,0,67.48,226.36,1064,63.8,149,0,216,440,204,396,0,392.977,736,352,38.9453,0,33.0804,110.95,521.524,31.2668,73.0434,28,118.232,257.222,118.044,252.868,34,87.764,208.264,68.8738,62.0575,0,52.7626,177.52,834.207,50.1744,116.506,28,187.39,382.229,186.64,371.479,34,185.394,372.61,156,6.36017,142,25057,23369,39548,13,450,78,558,1.10E+21,4.76E+23,0.124742,0,0.124659,0.0102165,0.0102167,0.124146,0.124657,0.121538,0.0106067,0.0114137,0.0106067,0.0114127,0.126154,0.010319,0.0109669,0.010221
15,2.00533,0,2.03355,1.80069,1.54382,2.03241,1.88386,13.75,1.82765,1.70655,1.82855,1.71023,13.6412,1.7052,1.62946,1.7038,21,172.48,0,148.4,519.12,2436,146.72,328.58,44,576,992,573,967,56,684.822,1200,672,335.411,593,329,11.9522,77,274,77,274,387,1112,379,1043,2775.52,0,2387.6,8342.88,39114,2398.28,5280.17,30,8246,13798,8198,13584,42,17028.4,26938,17890,579.28,0,498.26,1740.9,8166,495.98,1102.55,30,1878,3170,1866,3100,42,3076.27,5082,3154,26.62,0,22.81,78.77,370,22.05,50.49,30,98,210,98,210,42,41.4278,126,30,66.44,0,57.36,202.88,952,56.96,127.16,0,214,406,214,382,0,181.496,344,152,83.28,0,72.18,258.42,1212,72.66,160.14,0,438,576,438,558,0,304.722,456,288,77.36,0,66.6,233.48,1096,65.48,147.56,0,300,484,288,456,0,356.843,672,352,40.7699,0,35.0213,121.905,572.398,34.1806,77.5554,30,149.662,297.373,149.474,293.269,42,90.613,212.871,75.2532,66.2829,0,57.0062,199.191,935.032,55.9937,126.255,30,241.934,449.372,241.184,439.622,42,199.993,400.105,182,6.84334,163,38361,36251,57918,14,548,91,728,3.80E+23,1.89E+26,0.124546,0,0.124469,0.0102152,0.0102154,0.124006,0.124466,0.121429,0.0107077,0.0115146,0.0107077,0.0115138,0.13,0.0103025,0.0109124,0.0102198
20,2.31436,0,2.3463,2.10014,1.82136,2.34842,2.18619,18.7457,2.10651,1.9995,2.10724,2.00234,18.6642,1.97839,1.89002,1.96733,26,322.43,0,275.31,939.17,4408,268.85,608,59,1363,2311,1353,2219,71,1469.34,2483,1523,725.17,1232,752,15.8501,194,592,194,592,1084.5,2877.5,1069.5,2715.5,7702.12,0,6610.94,22928.5,107460,6661.58,14602.1,40,26068,42038,25908,41340,52,50757.3,84564,59140,1336.32,0,1143.94,3934.18,18452,1134.5,2526.5,40,5116,8486,5076,8244,52,7845.22,13100,8716,36.08,0,30.66,102.98,484,29.06,67.7,40,228,380,228,380,52,56.6078,136,40,97,0,82.6,279.32,1312,79.32,182.4,0,400,844,400,736,0,262.515,504,216,150,0,128.1,437.22,2052,125.22,282.9,0,780,1314,780,1260,0,557.03,888,504,157.6,0,134.4,456.64,2144,130.24,296.8,0,848,1248,808,1168,0,745.975,1184,704,59.4714,0,50.6022,170.672,801.852,48.3501,111.739,40,332.311,574.099,331.686,557.349,52,142.636,285.052,119.349,107.064,0,91.2234,309.069,1451.49,87.9222,201.446,40,539.73,935.902,537.23,897.902,52,364.191,656.508,342,9.13456,218,149524,141882,201770,19,1184,171,1598,1.02E+37,1.11E+40,0.124439,0,0.12433,0.0102112,0.0102115,0.12366,0.124326,0.121053,0.0112107,0.0120224,0.0112107,0.0120196,0.127368,0.0103049,0.0107292,0.0102163
19,2.43153,0,2.45817,2.16088,1.85473,2.43408,2.2777,16.6939,2.23906,2.0254,2.24516,2.04459,16.5477,2.03472,1.89075,2.05887,27,248.71,0,216.41,783.87,3672,223.55,480.08,55,637,1835,629,1705,71,1134.36,2895,1007,558.68,1439,495,15.2663,70.5,431.5,70.5,431.5,323.5,2222,316.5,1975,3896.34,0,3459.84,13295.6,62124,3829.56,7703.82,38,10182,26402,9996,23488,54,29512.5,52972,26658,835.94,0,734.48,2738.44,12812,784.68,1632.3,38,2174,6078,2136,5520,54,5244.74,10876,4710,33.42,0,28.76,100.64,472,28.72,63.64,38,118,296,118,296,54,51.9316,352,38,98.56,0,84.8,296.64,1392,83.84,187.76,0,236,808,236,732,0,265.105,1060,224,142.38,0,122.58,429.66,2016,121.5,271.44,0,336,1140,336,1092,0,543.019,1830,486,146.16,0,126.48,450.48,2112,127.92,280.32,0,336,1160,320,1080,0,754.242,1856,672,55.2497,0,47.6036,167.239,784.363,47.5897,105.386,38,170.702,470.947,170.317,456.898,54,132.07,607.305,108.147,94.3143,0,81.5137,289.181,1355.82,82.2723,180.586,38,267.071,774.278,265.337,735.84,54,316.345,1088.76,272,8.14787,226,69020,64346,169590,17,863,136,1098,7.22E+31,2.13E+37,0.126563,0,0.126271,0.0102215,0.0102218,0.125362,0.126207,0.122353,0.0107011,0.0117652,0.0107011,0.0117629,0.131765,0.0103134,0.0121021,0.0102302
15,2.05474,0,2.08168,1.84422,1.58644,2.07004,1.93198,13.7572,1.89391,1.76073,1.89503,1.76511,13.6513,1.74072,1.67825,1.75353,21,173.88,0,148.96,513.52,2408,148.4,329,44,520,992,516,956,56,705.242,1172,644,345.621,579,315,12.05,59.5,277.5,59.5,277.5,316,1084,308,1004,2500.06,0,2165.52,7724.44,36116,2299,4784.5,30,6956,12204,6892,11876,42,16713.1,22806,15750,553.14,0,476.28,1668.24,7812,488.88,1052.1,30,1636,3004,1620,2900,42,3091.08,4594,2882,26.98,0,22.96,77.48,364,21.96,50.7,30,98,210,98,210,42,41.2136,126,30,71.52,0,61.04,207.92,976,59.44,134.8,0,192,432,192,400,0,190.702,384,160,96.36,0,82.32,281.28,1320,80.64,181.8,0,384,648,384,624,0,349.957,612,324,86.08,0,73.36,248.72,1168,70.8,162,0,272,528,256,480,0,416.057,768,384,42.1788,0,35.9446,121.851,572.225,34.6817,79.376,30,144.03,302.702,143.78,297.063,42,93.868,221.704,76.8175,68.6329,0,58.5934,199.777,937.697,57.1618,129.398,30,225.729,458.91,224.729,445.244,42,208.843,413.086,182,6.75402,168,34712,32628,53844,14,555,91,706,6.01E+23,2.53E+26,0.12488,0,0.124724,0.0102141,0.0102145,0.123793,0.124719,0.121429,0.0107069,0.0115156,0.0107069,0.0115144,0.13,0.0103013,0.0109139,0.0102201
